,conversation_id,conversation_text,argument_objects
423,21446,"[FIONA BRUCE] : Lucy, let me come to you. What scientific advice should the government follow? We think about June 21. You heard what Anthony said, not a proper policy on test, trace, isolate, we are playing the same game time and again. [LUCY FRAZER] : The scientific advice we should follow is the data. That's what we're going to do. We're going to look at the data on how the vaccinate programme is going, what new variants we have in the country, what is the hospitalisation number and the death rate. [FIONA BRUCE] : What is it looking like for 21 June. [LUCY FRAZER] : At the moment it is looking good, but we are going to continue to make that assessment in the coming days and up to 14 June when a decision will be made. [FIONA BRUCE] : When it comes to Jenni's point about different scientists offering different points of view, as members of the public, what are we all supposed to make of it.","{""argument_units"": [{""reason"": ""Pure Questioning"", ""id"": 0, ""text"": ""What scientific advice should the government follow""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""We think about June 21""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""a proper policy on test, trace""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""we are playing the same game time and again""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""At the moment it is looking good""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""we are going to continue to make that assessment in the coming days and up to 14 June when a decision will be made""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""attack""}]}"
424,23505,"Tim Stanley[0:36:08] The reality, I expect, is it a reduction in individual consumption and spending a lot more money through taxes, subsidies, increased prices, etcetera, etcetera. So I'm waiting for the moment when western governments are a little bit more honest with their public and say to them: If you really want to do this, we can do it, we're making progress, but it is going to cost the consumer a lot of money and it is going to require a change in lifestyle. When you put that proposition to the public, you might see some consumer resistance. Fiona Bruce[0:36:42] The man there. AudienceMember 20211111QT11[0:36:44] Good evening. The cost to the consumer, the general public, but what about the actual politicians that are attending this conference? They're flying from all over the world. The American President landed on Air Force One. He had many limousines to take him to the actual conference. How is that helping climate change? AudienceMember 20211111QT12[0:37:12] It doesn't and it's disgusting and the conference should have been as virtual as possible. This is my point. Politicians are going to ask us to make significant sacrifices in the next few years. If they are still flying to a climate conference -- by the way, in the middle of a pandemic -- that looks absolutely appalling. I guess that fish gotta swim and the rich got to fly, but if they are trying to persuade us, ordinary people, to adjust our lifestyles to meet their ambitions, it is about time they started to do it as well.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""you put that proposition to the public""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""you might see some consumer resistance""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""The cost to the consumer, the general public""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""what about the actual politicians that are attending this conference""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""flying from all over the world""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""the conference should have been as virtual as possible""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""This is my point""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""Politicians are going to ask us to make significant sacrifices in the next few years""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""they are still flying to a climate conference""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""in the middle of a pandemic""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""looks absolutely appalling""}, {""reason"": ""Asserting"", ""id"": 11, ""text"": ""fish gotta swim and the rich got to fly""}, {""reason"": ""Asserting"", ""id"": 12, ""text"": ""they are trying to persuade us, ordinary people, to adjust our lifestyles to meet their ambitions""}, {""reason"": ""Asserting"", ""id"": 13, ""text"": ""it is about time they started to do it as well""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""attack""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 10, ""target_id"": 8, ""type"": ""support""}, {""source_id"": 10, ""target_id"": 9, ""type"": ""support""}, {""source_id"": 12, ""target_id"": 11, ""type"": ""attack""}, {""source_id"": 13, ""target_id"": 12, ""type"": ""support""}]}"
425,20740,"Bonnie Greer[0:24:24] / 07 That's how behaviour changes too, by the way -- people have to see people in positions of power. It is not just -- and that's the education. Because we educate ourselves. And I'm saying as a small woman, to go back to the lady who spoke first, all of my life I've had to put my body in a position where I could be snatched off the street or anything happened to me. Violence against women is something that we prepared for. Either we're conscious of it or we're not conscious of it, but we are.Fiona Bruce[0:25:02] I'm going to take another question but before I do, I just wanted to say next week we are going to be in Cardiff -- week after next, sorry. So we will be looking for an audience from there or thereabouts. If you fancy joining us March 25, we'd love it if you came to be part of our audience. Do apply by going to the Question Time website. You can fill in the form there.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""how behaviour changes too, by the way -- people have to see people in positions of power""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""It is not just -- and that's the education""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""Because we educate ourselves""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""all of my life I've had to put my body in a position where I could be snatched off the street or anything happened to me""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""Violence against women is something that we prepared for""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""Either we're conscious of it or we're not conscious of it, but we""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""support""}]}"
426,21581,"Ian Blackford[0:22:06] All we know is if we get people the vaccination, the chance of reducing the hospitalisation and death rate is greater. Nobody wants to see the arts community or any other sector of the economy put into a situation that they can't operate. We all want theatres to open as quickly as possible. We all want people to get back to work. But the fact of the matter is, and Sarah is right, the failure to close the borders. The failure to stop the delta variability taking root -- by the way, the Scottish government sought the powers to do that, we sought the powers to stop people coming in from India, for people to be forced to quarantine, and Westminster wouldn't do it, they wouldn't give people in Scotland, the government to do that. It was the abdication of responsibility by the UK government. But one of the things that's poor in all of this is we have 3 million people in the United Kingdom that have been secluded from financial support for over a year. A lot of them are working in the arts profession. Now there are elements I would applaud of the scheme up until now. It has worked well. It kept people off the unemployment register. But I'm disgraced and outraged that so many have not had a penny of help from this government and people are really struggling. The government has to accept responsibilities for those that are freelancers, those working in the art sector. The final point I will make --","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""All we know is if we get people the vaccination""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""the chance of reducing the hospitalisation and death rate is greater""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""Nobody wants to see the arts community or any other sector of the economy put into a situation that they can't operate""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""We all want theatres to open as quickly as possible""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""We all want people to get back to work""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""But the fact of the matter is, and Sarah is right, the failure to close the borders""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""The failure to stop the delta variability taking root""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""by the way, the Scottish government sought the powers to do that""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""Westminster wouldn't do it""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""they wouldn't give people in Scotland, the government to do that""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""It was the abdication of responsibility by the UK government""}, {""reason"": ""Asserting"", ""id"": 11, ""text"": ""Now there are elements I would applaud of the scheme up until now""}, {""reason"": ""Asserting"", ""id"": 12, ""text"": ""It has worked well""}, {""reason"": ""Asserting"", ""id"": 13, ""text"": ""But I'm disgraced and outraged that so many have not had a penny of help from this government and people are really struggling""}, {""reason"": ""Asserting"", ""id"": 14, ""text"": ""The government has to accept responsibilities for those that are freelancers, those working in the art sector""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 10, ""target_id"": 9, ""type"": ""support""}, {""source_id"": 12, ""target_id"": 11, ""type"": ""support""}, {""source_id"": 14, ""target_id"": 13, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""attack""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 6, ""type"": ""support""}]}"
427,25476,"Michelle Dewberry[00:18:09] But if you're so keen on winning back people's trust, and Hartlepool has come up lots of times this evening already, why on earth in a by-election, in a place that's voted almost 70 per cent for Brexit, you're sitting there saying I want to win your trust back, you stick a remainer in there. If I was in Hartlepool as a resident, whether I was a former voter for Labour or considering voting for you, I would just be looking at you thinking are you guys mad? Lisa Nandy[00:18:35] Look, Michelle, we didn't stick a remainer in there, because at the end of the day we've got to leave these labels behind. I'm somebody who campaigned and voted for remain Michelle Dewberry[00:18:44] But you did, that's exactly what you did. Lisa Nandy[00:18:45] and then tried to get a Brexit deal through and voted for it twice, under Boris Johnson before the election and since. And I'm sick to death of us all being labelled as leavers and remainers, as left behind communities, as oat drinking latte drinking, whatever it was that was said before. Michelle Dewberry[00:19:01] It's representative of something. Lisa Nandy[00:19:03] I'm sick of these labels. We've got to stop the division and we've got to start to bringing the country together again. We're in the middle of a global pandemic, we come through this together or we don't come through it at all.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""so keen on winning back people's trust""}, {""reason"": ""Rhetorical Questioning"", ""id"": 1, ""text"": ""why on earth in a by-election, in a place that's voted almost 70 per cent for Brexit, you're sitting there saying I want to win your trust back, you stick a remainer in there""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""I was in Hartlepool as a resident, whether I was a former voter for Labour or considering voting for you""}, {""reason"": ""Pure Questioning"", ""id"": 3, ""text"": ""I would just be looking at you thinking are you guys mad""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""we didn't stick a remainer in there""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""got to leave these labels behind""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""exactly what you did""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 4, ""type"": ""attack""}]}"
428,25519,"Fiona Bruce[00:45:38] Okay. Dale. Dale Unknown[00:45:42] I just think we need to start going back to home grown in the UK, our meat and everything that we have that we need for food. That should be our first point of call. Obviously it gets down the air miles, CO2, helps the environment and everything. So let's start looking at growing things and producing things in Great Britain, because we're a great country and we make amazing products, and we can sell them across the world, and citizens across the world want to buy it, so let's start looking at us first. Fiona Bruce[00:46:17] Charlie. Charlie Unknown[00:46:19] Yeah, it strikes me this is a bit of a non-issue to be perfectly honest, because, as Martin said, there will be a demand for the Australian meat going to China and the Far East, and, as Richard said, hopefully as UK customers we will chose in the supermarket the food that we want to eat, and hopefully we will chose British, but ultimately it will be our choice. I don't want to have it regulated by anyone about my choice, which is again what Nadhim was saying about the EU commissioners. Let's widen the range of what we can have and let's make more sensible choices ourselves.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""That should be our first point of call""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""it gets down the air miles, CO2, helps the environment and everything""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""start looking at growing things and producing things in Great Britain""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""we make amazing products""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""we can sell them across the world""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""citizens across the world want to buy it""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""start looking at us first""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""this is a bit of a non-issue to be perfectly honest""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""there will be a demand for the Australian meat going to China and the Far East""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""hopefully as UK customers we will chose in the supermarket the food that we want to eat""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""hopefully we will chose British""}, {""reason"": ""Asserting"", ""id"": 11, ""text"": ""ultimately it will be our choice""}, {""reason"": ""Asserting"", ""id"": 12, ""text"": ""widen the range of what we can have""}, {""reason"": ""Asserting"", ""id"": 13, ""text"": ""make more sensible choices ourselves""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 2, ""type"": ""attack""}, {""source_id"": 9, ""target_id"": 7, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""support""}, {""source_id"": 11, ""target_id"": 10, ""type"": ""support""}]}"
429,23719,"Richard Walker [0:20:00] longer lead times, so I'm perhaps more confident in them, but I do think it's an issue and it's an issue that if it's not sorted, will get worse very quickly, because we are stock building now for Christmas, which is the peak time of year, and our deliveries are going down at exactly the wrong time when they need to go up. Now, potentially one of the benefits of Brexit was that we will see wage inflation domestically, and we're now giving double digit wage increases to our HGV drivers, which is a good thing, and that'll cost us money, but it's the right thing to do. However, recruiting and training those HGV drivers will take six to nine months, and before then we have Christmas, so I think the solution, even if it's temporary, is very, very simple. Let's get HGV drivers onto the skilled worker list, which incidentally includes ballerinas and concert orchestra musicians, but it does Fiona Bruce [0:20:55] And just to explain, so that means they can come over from the EU and work here in a perfectly straightforward fashion.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""longer lead times""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""perhaps more confident in them, but I""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""not sorted""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""will get worse very quickly""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""we are stock building now for Christmas""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""which is the peak time of year""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""our deliveries are going down at exactly the wrong time when they need to go up""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""one of the benefits of Brexit was that we will see wage inflation domestically""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""cost us money""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""recruiting and training those HGV drivers will take six to nine months""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""before then we have Christmas""}, {""reason"": ""Asserting"", ""id"": 11, ""text"": ""the solution, even if it's temporary, is very, very simple""}, {""reason"": ""Asserting"", ""id"": 12, ""text"": ""that means they can come over from the EU and work here in a perfectly straightforward fashion""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""support""}, {""source_id"": 12, ""target_id"": 11, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 4, ""type"": ""attack""}, {""source_id"": 11, ""target_id"": 9, ""type"": ""support""}, {""source_id"": 11, ""target_id"": 10, ""type"": ""support""}]}"
430,19895,"Anand Menon [00:38:50] There are contradictory numbers out there. What I would say is the imperial College study is scary in that it doesnt tell us whether or not the cases are going down from December. There is other evidence that suggests from December cases are going down. So there is a tiny bit of light. I think we should also say to date the vaccine programme has been remarkably successful. A combination, if lockdown is having that impact with vaccine being rolled out effectively, you can see a way in which lockdown could work. But were going to have to stick with it for a long time. I do think after this, now is not the time to do it, we are going to have to have a public inquiry. We have to think about how we organise ourselves as a society. We run our leaflets hotly every winter. One of the lessons of this pandemic is we might need to think more about resilience, less about efficiency, so we have capacity to spare should we end up in this situation again.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""There are contradictory numbers out there""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""is the imperial College study is scary in that it doesnt tell us whether or not the cases are going down from December""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""There is other evidence that suggests from December cases are going down""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""there is a tiny bit of light""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""we are going to have to have a public inquiry""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""We have to think about how we organise ourselves as a society""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""One of the lessons of this pandemic is we might need to think more about resilience, less about efficiency""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""so we have capacity to spare should we end up in this situation again""}], ""relations"": [{""source_id"": 2, ""target_id"": 1, ""type"": ""attack""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 0, ""type"": ""support""}]}"
431,21280,"Tony Unknown[00:13:45] They've just squandered 50 million of public money building themselves a new headquarters on a flood plain next to the River Wear, unbelievable. And then spent more money for flood defences, and then spent even more money to have a roof terrace. Where does it all end? Because they didn't listen they've been voted out and that's going to happen and happen again. So, Lisa, you should take the message back to your leaders, start listening to what the public wants, start listening and you might get some good advice.Fiona Bruce[00:14:12] Kate, let's come to you.Kate Forbes[00:14:14] Well, talking about elections, and we've had a lot of talk of elections already this evening, we've just had one in Scotland in which the majority of voters rejected Labour and the Conservatives, and so the SNP get the biggest vote share in the history of the Scottish Parliament. And it's a very appropriate question, because we've seen the Labour Party get their worst result in Scotland, they've lost seats, they've seen the worst vote share and I guess having changed leaders both in Scotland and across the UK it's quite clear it wasn't about the messenger, it's about the message. You can change the leader, but that's not changing the results. And my question would be what does Labour stand for, because there's two key flaws, as I see it, from Scotland.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""been voted out""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""start listening to what the public wants""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""you might get some good advice""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""we've just had one in Scotland in which the majority of voters rejected Labour and the Conservatives, and""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""the SNP get the biggest vote share in the history of the Scottish Parliament""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""seen the Labour Party get their worst result in Scotland""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""lost seats""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""seen the worst vote share""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""having changed leaders both in Scotland and across the UK""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""it's quite clear it wasn't about the messenger, it's about the message""}], ""relations"": [{""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 8, ""type"": ""support""}]}"
432,23779,"AudienceMember 20210916QT18[0:37:52] What I would like to know is if we develop the AstraZeneca vaccine, as basically, a people's vaccine, why are the Indian facilities us directions for making that to make up for the shortfall for vaccines? Fiona Bruce[0:38:14] They are, but it's a huge population in India, and they are struggling to get enough vaccine now. AudienceMember 20210916QT19[0:38:20] In addition, do we need to talk about giving away intellect ual property rights. We could say come on guys you have made a fortune out of selling them, why don't you sell these vaccines to India at cost or use your profits to underwrite the cost of sending vaccines to India. Fiona Bruce[0:38:44] AstraZeneca, and I'm saying it because they are not here, they are selling the vaccines at cost. Anne-Marie Trevelyan[0:38:50] Part of the agreement with Government funding. Fiona Bruce[0:38:54] Others are not doing that. Jon Ashworth[0:38:56] What we are seeing in India is desperate and heartbreaking and the stories of oxygen being purchased on the black market because hospitals are overwhelmed. We are seeing pictures of cremations taking place in streets and car parks. For a country like ours and with our deep ties with India, I live in Leicester, we are proud of our bonds with India. Yes we do need to do more! I'm pleased that the Government have done something, and concern calling for them, and we were calling for the Government to take action. We do need to do a lot more.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""They are""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""a huge population in India""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""they are struggling to get enough vaccine now""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""What we are seeing in India is desperate and heartbreaking""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""the stories of oxygen being purchased on the black market""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""hospitals are overwhelmed""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""We are seeing pictures of cremations taking place in streets and car parks""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""For a country like ours and with our deep ties with India, I live in Leicester, we are proud of our bonds with India""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""we do need to do more""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""pleased that the Government have done something""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""We do need to do a lot more""}], ""relations"": [{""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""support""}, {""source_id"": 10, ""target_id"": 9, ""type"": ""attack""}]}"
433,18817,"Fiona Bruce[0:50:26] Okay. Ben?Ben[0:50:28] I agree with what Jess was saying about job flexibility. I think in the future we're going to see a lot more people working from home. Especially speaking personally as a chemist, I work in a lab everyday of the week but my company has introduced a policy of working in the lab now on alternate weeks and then working from home on other weeks. And that's been working really well and I think we're going to be seeing that going forward. I think another thing hopefully to see in the future as well is just better hygiene even across the board. I think this pandemic has increased everybody's awareness of hygiene even and good hygiene even practices so I think that would be a thing in the future with hand sanitise errand wearing face mask.Fiona Bruce[0:51:12] What changes would you like to see? I have got to tell you we will never be the same again. Technology has been changing our lives over years and years and years now. But over the last three months, I think technology has been accelerated by at least five years in the way we have adopted it and we're using it. For me, I can't see myself having offices with that many people in ever again. I mean, the first thing we're going to be doing, after speaking to our colleagues, is cutting down the number of days of people coming to the offices, which means we will need less space, people will be able to balance their lives a lot better, and technology has done that. Retail will be very different as well. People have adopted on-line a lot faster than they would have done. So we are going to see a lot more pressure on our high street stores, and that's again something the Government have got to do something about, and then the rates, deferral holiday was brilliant. Get rid of it! Don't bring it back. It don't make sense. It's a tax from the 1500s. Life moved on. The Inernet did not exist in the 1500s. So get rid it have. It needs work for you to work out for something else to bring the taxation back into the Treasury which you need to give us our services but you'll have to do the work. Get rid of it. It's not practical. It's destroying the fabric of our society. So lots of things will have to change.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""been working really well""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""going to be seeing that going forward""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""another thing hopefully to see in the future as well is just better hygiene even across the board""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""this pandemic has increased everybody's awareness of hygiene""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""we will never be the same again""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""Technology has been changing our lives over years and years and years now""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""over the last three months, I think technology has been accelerated by at least five years in the way we have adopted it""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""see myself having offices with that many people in ever again. I""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""first thing we're going to be doing, after speaking to our colleagues, is cutting down the number of days of people coming to the offices""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""we will need less space""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""Retail will be very different as well""}, {""reason"": ""Asserting"", ""id"": 11, ""text"": ""People have adopted on-line a lot faster than they would have done""}, {""reason"": ""Asserting"", ""id"": 12, ""text"": ""It don't make sense""}, {""reason"": ""Asserting"", ""id"": 13, ""text"": ""a tax from the 1500s""}, {""reason"": ""Asserting"", ""id"": 14, ""text"": ""Life moved on""}, {""reason"": ""Asserting"", ""id"": 15, ""text"": ""destroying the fabric of our society""}, {""reason"": ""Asserting"", ""id"": 16, ""text"": ""So lots of things will have to change""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 8, ""type"": ""support""}, {""source_id"": 11, ""target_id"": 10, ""type"": ""support""}, {""source_id"": 14, ""target_id"": 12, ""type"": ""support""}, {""source_id"": 13, ""target_id"": 12, ""type"": ""support""}, {""source_id"": 16, ""target_id"": 15, ""type"": ""support""}]}"
434,21380,"Collette Unknown[00:14:41] Thank you, Fiona. Hello panel. Did the government fail by not closing borders to India when they had the chance? Fiona Bruce[00:14:46] Nadhim. Nadhim Zahawi[00:14:49] Collette, so we put India on the red list on 23 April, a full six days before the scientists, the virologists actually said that the B1617.2 variant is a variant under investigation, and a full two weeks before it became a variant of concern. If you are travelling from a red list country you have to go into hotel quarantine, you have to do three tests, a pre-departure test, a test after two days, test after eight days. If you are travelling from an amber country you have to do three tests pre-departure, two and eight, and quarantine for ten days as well. Fiona Bruce[00:15:28] No, hang on, we're talking about India specifically. Nadhim Zahawi[00:15:32] Yes, and Fiona Bruce[00:15:33] Just to understand this. On 3 April when Bangladesh and Pakistan were placed on the red list their seven day daily case averages were 33 per million and 21 per million respectively. India's was 53 per million, so why were they not put on the red list then? Nadhim Zahawi[00:15:48] So I was about to complete the answer to say that we can only act on the evidence that we have. Fiona Bruce[00:15:52] But that's pretty good evidence, isn't it?","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""you are travelling from a red list country""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""you have to go into hotel quarantine""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""you have to do three tests, a pre-departure test, a test after two days, test after eight""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""you are travelling from an amber country""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""two and eight""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""quarantine for ten days as well""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""we can only act on the evidence that we have""}], ""relations"": [{""source_id"": 5, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}]}"
